E_NUC,L_G,L_q,L_q_over_L_G,archive_abs_error,local_pearson,local_spearman,overall_pass,placement_id,skeleton_id,surface_id
0.44931851237886583,26.383208519413557,27.46909450734372,1.0411582233120409,3.552713678800501e-15,0.9943093971016091,0.9918104243126229,True,P_hard,S17,saddle
0.4462441559917947,26.339160171956884,27.44276434905442,1.041899748127601,0.0,0.9944970830768121,0.9913124663784879,True,P_hard,S18,saddle
0.4467274107517488,26.361022268413432,27.461569456613233,1.0417490329849048,0.0,0.9945245727895098,0.9918030317556489,True,P_hard,S19,saddle
0.49071517835302775,102.69662907071205,111.41778650317158,1.084921554985554,1.4210854715202004e-14,0.9868191822155096,0.9837096195944363,True,P_easy,S00,hemisphere
0.5036403902478962,102.46261269764926,111.2182950008305,1.0854524599037685,0.0,0.9867424608602837,0.9840774686752163,True,P_easy,S01,hemisphere
0.5062742388803353,102.43406102001165,111.15960976787392,1.085182103110777,1.4210854715202004e-14,0.9868925251416805,0.9837864531981936,True,P_easy,S02,hemisphere
0.49245668270509735,102.60761660134345,111.35079488846834,1.0852098370152612,1.4210854715202004e-14,0.9867396417761238,0.9839937805520468,True,P_easy,S03,hemisphere
0.4992650372633875,102.43943751161373,111.16362945675701,1.0851643874377404,0.0,0.9868737538718083,0.9838165581591504,True,P_easy,S04,hemisphere
0.4998116329329011,102.54433838416637,111.2657982577577,1.0850506230867445,1.4210854715202004e-14,0.9868622345884783,0.9836782110647757,True,P_easy,S05,hemisphere
0.49717778430046206,102.53379028426728,111.25714107292586,1.0850778144889965,0.0,0.9868515816884421,0.9837295728535924,True,P_easy,S06,hemisphere
0.5083614918432607,102.3887863805731,111.124641185288,1.085320425346622,0.0,0.9868509363074304,0.983822604061195,True,P_easy,S07,hemisphere
0.5015531372849706,102.50788733708782,111.25326358341641,1.0853141789721041,0.0,0.9867822022648988,0.9840391612443891,True,P_easy,S08,hemisphere
0.5018988858958265,102.4499856115128,111.1722866415888,1.0851371620797556,0.0,0.9868842199497209,0.9837658085659525,True,P_easy,S09,hemisphere
0.49509053133753644,102.61816470124255,111.35945207330016,1.08518265160468,1.4210854715202004e-14,0.9867498822667412,0.9839358685607938,True,P_easy,S10,hemisphere
0.4880813297205887,102.64390050167793,111.38566206970364,1.0851659136616967,1.4210854715202004e-14,0.9867364267454256,0.9840158537234854,True,P_easy,S11,hemisphere
0.497177784300462,102.52381192858898,111.26594045713126,1.0852692497878587,1.4210854715202004e-14,0.9867738008962381,0.984026771123957,True,P_easy,S12,hemisphere
0.4945439356680229,102.5132638286899,111.25728327229949,1.0852964691302946,0.0,0.9867637407187995,0.9840840480929041,True,P_easy,S13,hemisphere
0.49280243131595336,102.57007418460176,111.29200825416115,1.085033906223583,0.0,0.9868485985148968,0.9837507063916069,True,P_easy,S14,hemisphere
0.4859940767576632,102.77045538778822,111.51144031871405,1.0850534805741892,1.4210854715202004e-14,0.9867047479469638,0.9839729060376309,True,P_easy,S15,hemisphere
0.52129247836879,103.9092991273387,113.06688624610746,1.0881305830727075,1.4210854715202004e-14,0.9856076751700915,0.9801339686992016,False,P_easy,S16,hemisphere
0.5098070265886607,103.35102407588312,112.26989263336546,1.0862968571161313,0.0,0.986984178006665,0.9832545508294872,True,P_easy,S17,hemisphere
0.5348206662244552,102.99278683015879,111.70760535753298,1.0846158143263513,1.4210854715202004e-14,0.9831789967146931,0.9820002860634628,False,P_easy,S18,hemisphere
0.5205070333268219,103.6769452533444,112.66789766225558,1.0867208460563815,0.0,0.9866610964065803,0.9831616731542582,False,P_easy,S19,hemisphere
