axis_tolerance_degrees,candidate_expansion_factor,catalog_raw_candidates_total,catalog_safe_candidates_total,catalog_wall_time,continuation_time,default_failure_progress,evaluated_transitions,failure_pose_index,failure_progress,final_failure_category,lift_found,max_active_branches,max_candidates,orientation_cone_samples,placement_id,provisional_failure_category,q_interpolation_step_rad,random_restarts,recovered,runtime_expansion_factor,sigma_safe,skeleton_id,stage,strict_kinematics_pass,strong_failure_progress,task_edge_samples,wall_time
10.0,3.9678423236514524,7703,7650,84.32927810400724,15.925797052681446,0.34674922600619196,1151,164,0.5077399380804953,transition_graph_empty,False,24,24,15,P_mid,transition_graph_empty,0.05,32,False,8.512091713057915,0.07237417172157597,S08,strong,,0.5077399380804953,15,16.368495389819145
10.0,3.9678423236514524,7703,7650,84.32927810400724,14.809124529361725,0.34674922600619196,1151,164,0.5077399380804953,transition_graph_empty,False,24,24,15,P_mid,transition_graph_empty,0.05,32,False,7.881642337469912,0.07237417172157597,S15,strong,,0.5077399380804953,15,15.054494820535183
10.0,3.9678423236514524,7703,7650,84.32927810400724,36.0623364597559,0.8699690402476781,2484,,1.0,beam_or_search_exhaustion,True,24,24,15,P_mid,,0.05,32,True,7.866601538249183,0.07237417172157597,S17,strong,True,1.0,15,36.832046657800674
10.0,3.9678423236514524,7703,7650,84.32927810400724,22.731884367763996,0.19504643962848298,1514,,1.0,beam_or_search_exhaustion,True,24,24,15,P_mid,,0.05,32,True,16.019004856665585,0.07237417172157597,S19,strong,True,1.0,15,23.13050190359354
10.0,3.7403314917127073,6854,6770,97.33086233586073,3.8757720813155174,0.08668730650154799,258,28,0.08668730650154799,transition_graph_empty,False,24,24,15,P_hard,transition_graph_empty,0.05,32,False,2.9721419795324717,0.07237417172157597,S13,strong,,0.08668730650154799,15,3.961264632642269
10.0,3.7403314917127073,6854,6770,97.33086233586073,2.522568993270397,0.04953560371517028,177,16,0.04953560371517028,transition_graph_empty,False,24,24,15,P_hard,transition_graph_empty,0.05,32,False,3.0870000151457355,0.07237417172157597,S15,strong,,0.04953560371517028,15,2.5527253597974777
10.0,3.7403314917127073,6854,6770,97.33086233586073,5.538988068699837,0.18885448916408668,375,61,0.18885448916408668,transition_graph_empty,False,24,24,15,P_hard,transition_graph_empty,0.05,32,False,2.774291004440523,0.07237417172157597,S16,strong,,0.18885448916408668,15,5.6611472889781
10.0,3.7403314917127073,6854,6770,97.33086233586073,1.7733674570918083,0.04643962848297214,138,15,0.04643962848297214,transition_graph_empty,False,24,24,15,P_hard,transition_graph_empty,0.05,32,False,3.0680179186161087,0.07237417172157597,S17,strong,,0.04643962848297214,15,1.810472957789898
