directed_transition_jaccard,geometric_path_distance,normalized_sequence_distance,skeleton_a,skeleton_b,surface_id,tangent_disagreement,tree_edge_jaccard,undirected_transition_jaccard
0.8614718614718615,0.03788374506577104,0.2222222222222222,S08,S09,saddle,0.5748501563091188,0.8933333333333333,0.8614718614718615
0.6602316602316602,0.0628428459312836,0.49074074074074076,S08,S10,saddle,0.9811839892547888,0.7317073170731707,0.6602316602316602
0.6602316602316602,0.05179437164169953,0.44907407407407407,S08,S11,saddle,0.8520406771235692,0.7317073170731707,0.6602316602316602
0.8614718614718615,0.02857298431574354,0.2222222222222222,S08,S12,saddle,0.57475698874716,0.8933333333333333,0.8614718614718615
0.6104868913857678,0.05780275104536943,0.5555555555555556,S08,S13,saddle,0.9680951446595248,0.6904761904761905,0.6104868913857678
0.9282511210762332,0.008755811927213248,0.08333333333333333,S08,S14,saddle,0.18978784030566667,0.9452054794520548,0.9282511210762332
0.7408906882591093,0.03997302818952024,0.39351851851851855,S08,S15,saddle,0.80123083052556,0.7974683544303798,0.7408906882591093
0.7408906882591093,0.02597705029342479,0.3194444444444444,S08,S16,saddle,0.5749082027635884,0.7974683544303798,0.7408906882591093
0.799163179916318,0.03058781544993736,0.3055555555555556,S08,S17,saddle,0.6767893276884127,0.8441558441558441,0.799163179916318
0.799163179916318,0.04104571697424873,0.32407407407407407,S08,S18,saddle,0.8019354134544835,0.8441558441558441,0.799163179916318
0.6602316602316602,0.04171388080861545,0.4861111111111111,S08,S19,saddle,0.8436216073396695,0.7317073170731707,0.6602316602316602
0.7695473251028807,0.039312556134867616,0.32407407407407407,S09,S10,saddle,0.7269754818973306,0.8205128205128205,0.7695473251028807
0.7695473251028807,0.027953082230389514,0.2824074074074074,S09,S11,saddle,0.5858588639977963,0.8205128205128205,0.7695473251028807
0.9282511210762332,0.03554243665765907,0.1111111111111111,S09,S12,saddle,0.6761305964199168,0.9452054794520548,0.9282511210762332
0.7131474103585658,0.032010509918864664,0.37037037037037035,S09,S13,saddle,0.6878915455655239,0.775,0.7131474103585658
0.799163179916318,0.04641321778368099,0.3055555555555556,S09,S14,saddle,0.7532005782837287,0.8441558441558441,0.799163179916318
0.799163179916318,0.046589877516555585,0.2824074074074074,S09,S15,saddle,0.8161537637622376,0.8441558441558441,0.799163179916318
0.799163179916318,0.026211706691263943,0.23148148148148148,S09,S16,saddle,0.5346152265688163,0.8441558441558441,0.799163179916318
0.799163179916318,0.051673724879090624,0.3055555555555556,S09,S17,saddle,0.8579732674065793,0.8441558441558441,0.799163179916318
0.8614718614718615,0.04006999364333516,0.2222222222222222,S09,S18,saddle,0.6514046720591504,0.8933333333333333,0.8614718614718615
0.7131474103585658,0.044821607342306224,0.41203703703703703,S09,S19,saddle,0.7329280863493002,0.775,0.7131474103585658
0.9282511210762332,0.01678126188265965,0.08333333333333333,S10,S11,saddle,0.39505601647866984,0.9452054794520548,0.9282511210762332
0.7695473251028807,0.04854029260001499,0.32407407407407407,S10,S12,saddle,0.8645332389835706,0.8205128205128205,0.7695473251028807
0.799163179916318,0.026899558802157247,0.22685185185185186,S10,S13,saddle,0.6444123487648257,0.8441558441558441,0.799163179916318
0.7131474103585658,0.058221209354470345,0.4074074074074074,S10,S14,saddle,0.9763637416983018,0.775,0.7131474103585658
0.7131474103585658,0.04451553527134695,0.38425925925925924,S10,S15,saddle,0.7937111469604746,0.775,0.7131474103585658
0.7695473251028807,0.05095524327466957,0.3611111111111111,S10,S16,saddle,0.8386322302903367,0.8205128205128205,0.7695473251028807
0.7131474103585658,0.04319607094451357,0.38425925925925924,S10,S17,saddle,0.7293114709011608,0.775,0.7131474103585658
0.8297872340425532,0.03147006551574252,0.2222222222222222,S10,S18,saddle,0.5563325429941112,0.868421052631579,0.8297872340425532
0.799163179916318,0.04242732968874343,0.2777777777777778,S10,S19,saddle,0.7363571314603371,0.8441558441558441,0.799163179916318
0.7695473251028807,0.03506510497480067,0.2824074074074074,S11,S12,saddle,0.6582535276282927,0.8205128205128205,0.7695473251028807
0.799163179916318,0.034627304572624175,0.25462962962962965,S11,S13,saddle,0.717317361725286,0.8441558441558441,0.799163179916318
0.7131474103585658,0.04348127414475901,0.36574074074074076,S11,S14,saddle,0.7379589652658946,0.775,0.7131474103585658
0.6602316602316602,0.052273809467090225,0.4537037037037037,S11,S15,saddle,0.9024093430752163,0.7317073170731707,0.6602316602316602
0.7695473251028807,0.0415443925265194,0.3333333333333333,S11,S16,saddle,0.7287882811831133,0.8205128205128205,0.7695473251028807
0.6602316602316602,0.05388135943668183,0.4537037037037037,S11,S17,saddle,0.9326153449607446,0.7317073170731707,0.6602316602316602
0.7695473251028807,0.04603879317028345,0.28703703703703703,S11,S18,saddle,0.8143645716635147,0.8205128205128205,0.7695473251028807
0.799163179916318,0.05016116349615486,0.3055555555555556,S11,S19,saddle,0.8179938335396927,0.8441558441558441,0.799163179916318
0.7131474103585658,0.04475499734357673,0.38425925925925924,S12,S13,saddle,0.8726834458312404,0.775,0.7131474103585658
0.8614718614718615,0.020550923781180033,0.19444444444444445,S12,S14,saddle,0.45557428151865426,0.8933333333333333,0.8614718614718615
0.8614718614718615,0.019793911389247014,0.18518518518518517,S12,S15,saddle,0.4837026695878674,0.8933333333333333,0.8614718614718615
0.799163179916318,0.020721238121020988,0.22685185185185186,S12,S16,saddle,0.5010125200376493,0.8441558441558441,0.799163179916318
0.8614718614718615,0.031562840269393704,0.19444444444444445,S12,S17,saddle,0.6914047578899261,0.8933333333333333,0.8614718614718615
0.9282511210762332,0.025116545120017014,0.1111111111111111,S12,S18,saddle,0.5821953862160703,0.9452054794520548,0.9282511210762332
0.7695473251028807,0.030722414065386214,0.3101851851851852,S12,S19,saddle,0.6759185803581808,0.8205128205128205,0.7695473251028807
0.6104868913857678,0.056603688968077256,0.5277777777777778,S13,S14,saddle,0.9879455153427129,0.6904761904761905,0.6104868913857678
0.8297872340425532,0.025918764318711558,0.19907407407407407,S13,S15,saddle,0.539477800404326,0.868421052631579,0.8297872340425532
0.6602316602316602,0.04527809975319175,0.41203703703703703,S13,S16,saddle,0.8779836536850003,0.7317073170731707,0.6602316602316602
0.7695473251028807,0.042782298268125324,0.3055555555555556,S13,S17,saddle,0.7903047929177196,0.8205128205128205,0.7695473251028807
0.7695473251028807,0.03616865408733098,0.2777777777777778,S13,S18,saddle,0.7818153193647228,0.8205128205128205,0.7695473251028807
0.9282511210762332,0.025585662605770054,0.08333333333333333,S13,S19,saddle,0.5599552825161757,0.9452054794520548,0.9282511210762332
